# DEBUG Waiting for a keypress.
       146.65600 ms     000011e7 ticks
       148.28800 ms     0000121a ticks
       121.79200 ms     00000ede ticks
        37.50400 ms     00000494 ticks
       139.84000 ms     00001112 ticks
        50.56000 ms     0000062c ticks
        60.51200 ms     00000763 ticks
        26.01600 ms     0000032d ticks
        96.51200 ms     00000bc8 ticks
        20.83200 ms     0000028b ticks
       101.37600 ms     00000c60 ticks
       106.52800 ms     00000d01 ticks
        99.10400 ms     00000c19 ticks
        21.28000 ms     00000299 ticks
        83.26400 ms     00000a2a ticks
        21.15200 ms     00000295 ticks
       116.86400 ms     00000e44 ticks
       102.30400 ms     00000c7d ticks
       151.20000 ms     00001275 ticks
        24.99200 ms     0000030d ticks
       151.80800 ms     00001288 ticks
        13.98400 ms     000001b5 ticks
       136.09600 ms     0000109d ticks
       133.66400 ms     00001051 ticks
       130.84800 ms     00000ff9 ticks
       217.21600 ms     00001a84 ticks
       107.80800 ms     00000d29 ticks
        14.27200 ms     000001be ticks
        92.70400 ms     00000b51 ticks
        18.46400 ms     00000241 ticks
        96.89600 ms     00000bd4 ticks
       148.28800 ms     0000121a ticks
       130.81600 ms     00000ff8 ticks
        33.34400 ms     00000412 ticks
       124.06400 ms     00000f25 ticks
        70.94400 ms     000008a9 ticks
        76.19200 ms     0000094d ticks
         8.51200 ms     0000010a ticks
       117.88800 ms     00000e64 ticks
        96.03200 ms     00000bb9 ticks
       105.95200 ms     00000cef ticks
        98.14400 ms     00000bfb ticks
       101.44000 ms     00000c62 ticks
        66.78400 ms     00000827 ticks
        81.02400 ms     000009e4 ticks
       112.76800 ms     00000dc4 ticks
       124.06400 ms     00000f25 ticks
       442.94400 ms     00003612 ticks
        76.51200 ms     00000957 ticks
       442.97600 ms     00003613 ticks
        67.45600 ms     0000083c ticks
        37.50400 ms     00000494 ticks
        92.38400 ms     00000b47 ticks
       169.18400 ms     000014a7 ticks
        76.54400 ms     00000958 ticks
       135.74400 ms     00001092 ticks
        92.35200 ms     00000b46 ticks
       135.77600 ms     00001093 ticks
       126.30400 ms     00000f6b ticks
       106.49600 ms     00000d00 ticks
        96.86400 ms     00000bd3 ticks
        37.53600 ms     00000495 ticks
       169.24800 ms     000014a9 ticks
        23.68000 ms     000002e4 ticks
       124.35200 ms     00000f2e ticks
        45.85600 ms     00000599 ticks
       151.20000 ms     00001275 ticks
        58.40000 ms     00000721 ticks
       155.68000 ms     00001301 ticks
        99.42400 ms     00000c23 ticks
        24.09600 ms     000002f1 ticks
        43.80800 ms     00000559 ticks
       133.08800 ms     0000103f ticks
        66.78400 ms     00000827 ticks
       117.21600 ms     00000e4f ticks
        45.66400 ms     00000593 ticks
       146.75200 ms     000011ea ticks
         8.51200 ms     0000010a ticks
       126.30400 ms     00000f6b ticks
      1036.09600 ms     00007e7a ticks
       146.68800 ms     000011e8 ticks
        54.24000 ms     0000069f ticks
       144.41600 ms     000011a1 ticks
       236.03200 ms     00001cd0 ticks
       318.62400 ms     000026e5 ticks
       126.27200 ms     00000f6a ticks
        40.03200 ms     000004e3 ticks
        62.59200 ms     000007a4 ticks
       108.16000 ms     00000d34 ticks
        38.36800 ms     000004af ticks
        71.74400 ms     000008c2 ticks
        18.81600 ms     0000024c ticks
       107.84000 ms     00000d2a ticks
        29.15200 ms     0000038f ticks
        94.62400 ms     00000b8d ticks
       169.21600 ms     000014a8 ticks
       119.52000 ms     00000e97 ticks
        24.96000 ms     0000030c ticks
        76.51200 ms     00000957 ticks
        31.26400 ms     000003d1 ticks
        56.16000 ms     000006db ticks
       156.64000 ms     0000131f ticks
        69.76000 ms     00000884 ticks
       194.27200 ms     000017b7 ticks
       146.65600 ms     000011e7 ticks
        27.07200 ms     0000034e ticks
       121.79200 ms     00000ede ticks
       106.49600 ms     00000d00 ticks
       124.03200 ms     00000f24 ticks
        31.23200 ms     000003d0 ticks
       112.76800 ms     00000dc4 ticks
       302.94400 ms     000024fb ticks
       112.67200 ms     00000dc1 ticks
        55.45600 ms     000006c5 ticks
        35.48800 ms     00000455 ticks
      1562.94400 ms     0000beca ticks
       119.48800 ms     00000e96 ticks
       102.33600 ms     00000c7e ticks
        94.62400 ms     00000b8d ticks
       165.02400 ms     00001425 ticks
       121.79200 ms     00000ede ticks
       378.20800 ms     00002e2b ticks
       121.79200 ms     00000ede ticks
       307.16800 ms     0000257f ticks
       119.52000 ms     00000e97 ticks
       691.61600 ms     0000546d ticks
       121.76000 ms     00000edd ticks
        60.51200 ms     00000763 ticks
       128.57600 ms     00000fb2 ticks
      1082.30400 ms     0000841e ticks
       126.30400 ms     00000f6b ticks
        87.64800 ms     00000ab3 ticks
        99.07200 ms     00000c18 ticks
        18.91200 ms     0000024f ticks
       108.41600 ms     00000d3c ticks
        52.12800 ms     0000065d ticks
       108.16000 ms     00000d34 ticks
        26.14400 ms     00000331 ticks
       110.65600 ms     00000d82 ticks
       154.59200 ms     000012df ticks
       119.48800 ms     00000e96 ticks
       936.06400 ms     00007244 ticks
       141.79200 ms     0000114f ticks
         8.51200 ms     0000010a ticks
       113.34400 ms     00000dd6 ticks
       171.26400 ms     000014e8 ticks
       128.57600 ms     00000fb2 ticks
        87.68000 ms     00000ab4 ticks
       137.63200 ms     000010cd ticks
       373.98400 ms     00002da7 ticks
       144.06400 ms     00001196 ticks
         8.51200 ms     0000010a ticks
       115.58400 ms     00000e1c ticks
        50.08000 ms     0000061d ticks
       134.91200 ms     00001078 ticks
        14.30400 ms     000001bf ticks
       110.91200 ms     00000d8a ticks
        18.46400 ms     00000241 ticks
        83.26400 ms     00000a2a ticks
        26.14400 ms     00000331 ticks
        56.00000 ms     000006d6 ticks
       302.94400 ms     000024fb ticks
       121.76000 ms     00000edd ticks
        43.80800 ms     00000559 ticks
       117.21600 ms     00000e4f ticks
       160.83200 ms     000013a2 ticks
        76.48000 ms     00000956 ticks
        96.03200 ms     00000bb9 ticks
       110.46400 ms     00000d7c ticks
       641.40800 ms     00004e4c ticks
       114.94400 ms     00000e08 ticks
        60.35200 ms     0000075e ticks
       146.62400 ms     000011e6 ticks
        43.74400 ms     00000557 ticks
       268.80000 ms     000020d0 ticks
       133.31200 ms     00001046 ticks
        19.84000 ms     0000026c ticks
        77.21600 ms     0000096d ticks
       101.44000 ms     00000c62 ticks
       181.72800 ms     0000162f ticks
       112.96000 ms     00000dca ticks
        18.46400 ms     00000241 ticks
       135.36000 ms     00001086 ticks
        20.80000 ms     0000028a ticks
       117.24800 ms     00000e50 ticks
        75.13600 ms     0000092c ticks
       105.95200 ms     00000cef ticks
       185.88800 ms     000016b1 ticks
       144.41600 ms     000011a1 ticks
       311.32800 ms     00002601 ticks
       133.08800 ms     0000103f ticks
       223.52000 ms     00001b49 ticks
       152.00000 ms     0000128e ticks
        11.74400 ms     0000016f ticks
       129.28000 ms     00000fc8 ticks
       300.86400 ms     000024ba ticks
        81.05600 ms     000009e5 ticks
       154.56000 ms     000012de ticks
       135.36000 ms     00001086 ticks
       158.72000 ms     00001360 ticks
       105.98400 ms     00000cf0 ticks
        33.31200 ms     00000411 ticks
       148.92800 ms     0000122e ticks
       200.54400 ms     0000187b ticks
       124.06400 ms     00000f25 ticks
       129.47200 ms     00000fce ticks
       146.68800 ms     000011e8 ticks
        20.76800 ms     00000289 ticks
       139.90400 ms     00001114 ticks
       100.22400 ms     00000c3c ticks
       123.61600 ms     00000f17 ticks
        14.30400 ms     000001bf ticks
       122.01600 ms     00000ee5 ticks
        28.44800 ms     00000379 ticks
        96.80000 ms     00000bd1 ticks
        18.43200 ms     00000240 ticks
       117.28000 ms     00000e51 ticks
       419.93600 ms     00003343 ticks
       126.30400 ms     00000f6b ticks
       338.49600 ms     00002952 ticks
        76.51200 ms     00000957 ticks
      1065.53600 ms     00008212 ticks
       133.08800 ms     0000103f ticks
        70.97600 ms     000008aa ticks
        83.29600 ms     00000a2b ticks
       123.20000 ms     00000f0a ticks
       173.79200 ms     00001537 ticks
        50.08000 ms     0000061d ticks
       105.95200 ms     00000cef ticks
        20.80000 ms     0000028a ticks
       105.95200 ms     00000cef ticks
        83.48800 ms     00000a31 ticks
       128.57600 ms     00000fb2 ticks
       921.40800 ms     0000707a ticks
       157.98400 ms     00001349 ticks
       390.40000 ms     00002fa8 ticks
       230.24000 ms     00001c1b ticks
        69.12000 ms     00000870 ticks
        25.24800 ms     00000315 ticks
       392.73600 ms     00002ff1 ticks
       127.32800 ms     00000f8b ticks
       153.37600 ms     000012b9 ticks
       170.20800 ms     000014c7 ticks
        56.00000 ms     000006d6 ticks
       190.08000 ms     00001734 ticks
       157.95200 ms     00001348 ticks
        91.87200 ms     00000b37 ticks
       144.38400 ms     000011a0 ticks
        70.94400 ms     000008a9 ticks
       139.87200 ms     00001113 ticks
       482.62400 ms     00003aea ticks
       148.96000 ms     0000122f ticks
       279.93600 ms     0000222c ticks
       108.16000 ms     00000d34 ticks
        48.12800 ms     000005e0 ticks
        87.87200 ms     00000aba ticks
       127.39200 ms     00000f8d ticks
       133.02400 ms     0000103d ticks
        35.90400 ms     00000462 ticks
       124.28800 ms     00000f2c ticks
       768.86400 ms     00005ddb ticks
       112.70400 ms     00000dc2 ticks
       139.93600 ms     00001115 ticks
       135.20000 ms     00001081 ticks
       307.04000 ms     0000257b ticks
       148.92800 ms     0000122e ticks
       503.52000 ms     00003d77 ticks
       121.47200 ms     00000ed4 ticks
        16.64000 ms     00000208 ticks
       156.16000 ms     00001310 ticks
        22.91200 ms     000002cc ticks
       110.43200 ms     00000d7b ticks
       142.04800 ms     00001157 ticks
       124.03200 ms     00000f24 ticks
       534.88000 ms     0000414b ticks
       110.49600 ms     00000d7d ticks
        60.51200 ms     00000763 ticks
       144.38400 ms     000011a0 ticks
       409.53600 ms     000031fe ticks
       110.43200 ms     00000d7b ticks
      1213.95200 ms     00009430 ticks
       128.57600 ms     00000fb2 ticks
       188.03200 ms     000016f4 ticks
       164.76800 ms     0000141d ticks
        20.76800 ms     00000289 ticks
       151.20000 ms     00001275 ticks
       112.76800 ms     00000dc4 ticks
       182.24000 ms     0000163f ticks
         9.66400 ms     0000012e ticks
       149.37600 ms     0000123c ticks
        20.80000 ms     0000028a ticks
       137.63200 ms     000010cd ticks
       150.40000 ms     0000125c ticks
        74.20800 ms     0000090f ticks
        53.05600 ms     0000067a ticks
        73.60000 ms     000008fc ticks
        11.93600 ms     00000175 ticks
       107.20000 ms     00000d16 ticks
         9.63200 ms     0000012d ticks
        92.44800 ms     00000b49 ticks
       296.70400 ms     00002438 ticks
        90.11200 ms     00000b00 ticks
       476.38400 ms     00003a27 ticks
       148.96000 ms     0000122f ticks
        58.40000 ms     00000721 ticks
       142.14400 ms     0000115a ticks
        27.07200 ms     0000034e ticks
       101.44000 ms     00000c62 ticks
       139.90400 ms     00001114 ticks
       112.76800 ms     00000dc4 ticks
       518.17600 ms     00003f41 ticks
       171.52000 ms     000014f0 ticks
       114.84800 ms     00000e05 ticks
       126.30400 ms     00000f6b ticks
       171.23200 ms     000014e7 ticks
       169.24800 ms     000014a9 ticks
        94.52800 ms     00000b8a ticks
        24.09600 ms     000002f1 ticks
        75.16800 ms     0000092d ticks
       128.51200 ms     00000fb0 ticks
       100.22400 ms     00000c3c ticks
       144.41600 ms     000011a1 ticks
        93.92000 ms     00000b77 ticks
       139.87200 ms     00001113 ticks
        35.39200 ms     00000452 ticks
       108.22400 ms     00000d36 ticks
       371.84000 ms     00002d64 ticks
        87.84000 ms     00000ab9 ticks
       520.16000 ms     00003f7f ticks
       126.27200 ms     00000f6a ticks
       467.96800 ms     00003920 ticks
       153.44000 ms     000012bb ticks
        20.83200 ms     0000028b ticks
       178.30400 ms     000015c4 ticks
        37.50400 ms     00000494 ticks
       155.71200 ms     00001302 ticks
        41.72800 ms     00000518 ticks
       133.08800 ms     0000103f ticks
       465.95200 ms     000038e1 ticks
       146.49600 ms     000011e2 ticks
        18.94400 ms     00000250 ticks
       110.65600 ms     00000d82 ticks
        54.24000 ms     0000069f ticks
       124.03200 ms     00000f24 ticks
        73.05600 ms     000008eb ticks
        96.83200 ms     00000bd2 ticks
        23.71200 ms     000002e5 ticks
       108.38400 ms     00000d3b ticks
       206.78400 ms     0000193e ticks
       108.64000 ms     00000d43 ticks
        16.25600 ms     000001fc ticks
        72.32000 ms     000008d4 ticks
        20.80000 ms     0000028a ticks
       110.46400 ms     00000d7c ticks
       112.76800 ms     00000dc4 ticks
       125.63200 ms     00000f56 ticks
         9.66400 ms     0000012e ticks
        99.26400 ms     00000c1e ticks
        20.80000 ms     0000028a ticks
       117.28000 ms     00000e51 ticks
        41.69600 ms     00000517 ticks
       103.64800 ms     00000ca7 ticks
       110.52800 ms     00000d7e ticks
       101.31200 ms     00000c5e ticks
        77.21600 ms     0000096d ticks
       101.37600 ms     00000c60 ticks
        40.80000 ms     000004fb ticks
       115.20000 ms     00000e10 ticks
       171.26400 ms     000014e8 ticks
       153.44000 ms     000012bb ticks
       873.24800 ms     00006a99 ticks
       121.76000 ms     00000edd ticks
       119.04000 ms     00000e88 ticks
       162.49600 ms     000013d6 ticks
       852.44800 ms     0000680f ticks
       334.40000 ms     000028d2 ticks
       135.52000 ms     0000108b ticks
        14.56000 ms     000001c7 ticks
        16.16000 ms     000001f9 ticks
        76.83200 ms     00000961 ticks
        45.85600 ms     00000599 ticks
       103.64800 ms     00000ca7 ticks
        40.80000 ms     000004fb ticks
        74.17600 ms     0000090e ticks
        45.56800 ms     00000590 ticks
       110.04800 ms     00000d6f ticks
       112.76800 ms     00000dc4 ticks
       151.20000 ms     00001275 ticks
        39.61600 ms     000004d6 ticks
       128.54400 ms     00000fb1 ticks
        41.69600 ms     00000517 ticks
        94.11200 ms     00000b7d ticks
        12.00000 ms     00000177 ticks
        96.96000 ms     00000bd6 ticks
       152.48000 ms     0000129d ticks
       106.72000 ms     00000d07 ticks
        11.74400 ms     0000016f ticks
        95.10400 ms     00000b9c ticks
       142.01600 ms     00001156 ticks
        65.15200 ms     000007f4 ticks
        55.45600 ms     000006c5 ticks
        23.64800 ms     000002e3 ticks
        14.24000 ms     000001bd ticks
       128.19200 ms     00000fa6 ticks
        66.78400 ms     00000827 ticks
       135.36000 ms     00001086 ticks
        47.93600 ms     000005da ticks
       153.72800 ms     000012c4 ticks
        18.46400 ms     00000241 ticks
       128.54400 ms     00000fb1 ticks
        81.40800 ms     000009f0 ticks
       117.21600 ms     00000e4f ticks
        73.05600 ms     000008eb ticks
       119.48800 ms     00000e96 ticks
       236.03200 ms     00001cd0 ticks
       139.84000 ms     00001112 ticks
       131.58400 ms     00001010 ticks
       142.08000 ms     00001158 ticks
       223.48800 ms     00001b48 ticks
       153.44000 ms     000012bb ticks
        31.23200 ms     000003d0 ticks
       110.43200 ms     00000d7b ticks
       288.25600 ms     00002330 ticks
       105.95200 ms     00000cef ticks
       438.68800 ms     0000358d ticks
        94.59200 ms     00000b8c ticks
        22.88000 ms     000002cb ticks
       144.83200 ms     000011ae ticks
        16.28800 ms     000001fd ticks
       149.15200 ms     00001235 ticks
        11.90400 ms     00000174 ticks
       110.08000 ms     00000d70 ticks
        93.95200 ms     00000b78 ticks
       135.32800 ms     00001085 ticks
       461.69600 ms     0000385c ticks
       139.80800 ms     00001111 ticks
        23.71200 ms     000002e5 ticks
        85.56800 ms     00000a72 ticks
        28.48000 ms     0000037a ticks
       101.02400 ms     00000c55 ticks
       246.46400 ms     00001e16 ticks
        69.69600 ms     00000882 ticks
        45.69600 ms     00000594 ticks
        40.00000 ms     000004e2 ticks
        38.20800 ms     000004aa ticks
        67.04000 ms     0000082f ticks
        23.71200 ms     000002e5 ticks
        85.56800 ms     00000a72 ticks
       898.36800 ms     00006daa ticks
       108.19200 ms     00000d35 ticks
        87.71200 ms     00000ab5 ticks
       110.46400 ms     00000d7c ticks
       100.19200 ms     00000c3b ticks
       189.60000 ms     00001725 ticks
       106.56000 ms     00000d02 ticks
        24.09600 ms     000002f1 ticks
        87.64800 ms     00000ab3 ticks
       160.25600 ms     00001390 ticks
       296.67200 ms     00002437 ticks
       133.05600 ms     0000103e ticks
       227.68000 ms     00001bcb ticks
       127.13600 ms     00000f85 ticks
        11.71200 ms     0000016e ticks
        67.77600 ms     00000846 ticks
        50.08000 ms     0000061d ticks
        53.88800 ms     00000694 ticks
       248.57600 ms     00001e58 ticks
       117.24800 ms     00000e50 ticks
        93.92000 ms     00000b77 ticks
       130.84800 ms     00000ff9 ticks
       344.70400 ms     00002a14 ticks
       121.72800 ms     00000edc ticks
        50.56000 ms     0000062c ticks
        62.81600 ms     000007ab ticks
       127.23200 ms     00000f88 ticks
       119.42400 ms     00000e94 ticks
        20.83200 ms     0000028b ticks
        92.35200 ms     00000b46 ticks
       727.07200 ms     000058c1 ticks
        99.13600 ms     00000c1a ticks
       127.39200 ms     00000f8d ticks
       124.06400 ms     00000f25 ticks
       206.78400 ms     0000193e ticks
       157.92000 ms     00001347 ticks
        35.90400 ms     00000462 ticks
       117.50400 ms     00000e58 ticks
       396.96000 ms     00003075 ticks
       139.87200 ms     00001113 ticks
       152.48000 ms     0000129d ticks
       135.36000 ms     00001086 ticks
       254.88000 ms     00001f1d ticks
       160.22400 ms     0000138f ticks
        54.20800 ms     0000069e ticks
       135.36000 ms     00001086 ticks
       405.31200 ms     0000317a ticks
       151.45600 ms     0000127d ticks
        18.40000 ms     0000023f ticks
        90.14400 ms     00000b01 ticks
       129.47200 ms     00000fce ticks
       112.41600 ms     00000db9 ticks
        16.64000 ms     00000208 ticks
       121.40800 ms     00000ed2 ticks
        11.93600 ms     00000175 ticks
       112.35200 ms     00000db7 ticks
        70.94400 ms     000008a9 ticks
       112.73600 ms     00000dc3 ticks
        79.29600 ms     000009ae ticks
       139.90400 ms     00001114 ticks
       300.83200 ms     000024b9 ticks
       129.34400 ms     00000fca ticks
        11.74400 ms     0000016f ticks
        65.50400 ms     000007ff ticks
       102.30400 ms     00000c7d ticks
        99.13600 ms     00000c1a ticks
       106.46400 ms     00000cff ticks
       146.68800 ms     000011e8 ticks
       229.76000 ms     00001c0c ticks
       110.46400 ms     00000d7c ticks
        41.69600 ms     00000517 ticks
       124.03200 ms     00000f24 ticks
        24.99200 ms     0000030d ticks
       128.54400 ms     00000fb1 ticks
       256.99200 ms     00001f5f ticks
       137.60000 ms     000010cc ticks
        20.80000 ms     0000028a ticks
       146.68800 ms     000011e8 ticks
        64.67200 ms     000007e5 ticks
       139.90400 ms     00001114 ticks
       273.66400 ms     00002168 ticks
       108.19200 ms     00000d35 ticks
       697.82400 ms     0000552f ticks
        83.32800 ms     00000a2c ticks
       338.43200 ms     00002950 ticks
       115.61600 ms     00000e1d ticks
        13.98400 ms     000001b5 ticks
        95.10400 ms     00000b9c ticks
        56.32000 ms     000006e0 ticks
       161.76000 ms     000013bf ticks
        11.45600 ms     00000166 ticks
       126.97600 ms     00000f80 ticks
       442.91200 ms     00003611 ticks
        71.96800 ms     000008c9 ticks
       181.72800 ms     0000162f ticks
       101.44000 ms     00000c62 ticks
        62.59200 ms     000007a4 ticks
       112.70400 ms     00000dc2 ticks
        33.34400 ms     00000412 ticks
       110.49600 ms     00000d7d ticks
       160.80000 ms     000013a1 ticks
        78.81600 ms     0000099f ticks
       137.82400 ms     000010d3 ticks
        76.54400 ms     00000958 ticks
       194.24000 ms     000017b6 ticks
       133.08800 ms     0000103f ticks
       183.84000 ms     00001671 ticks
       114.94400 ms     00000e08 ticks
        89.76000 ms     00000af5 ticks
        87.84000 ms     00000ab9 ticks
        79.32800 ms     000009af ticks
       103.68000 ms     00000ca8 ticks
      1560.70400 ms     0000be84 ticks
       112.70400 ms     00000dc2 ticks
        29.15200 ms     0000038f ticks
        99.16800 ms     00000c1b ticks
       144.09600 ms     00001197 ticks
        85.60000 ms     00000a73 ticks
       131.55200 ms     0000100f ticks
       135.29600 ms     00001084 ticks
        26.14400 ms     00000331 ticks
        99.29600 ms     00000c1f ticks
       524.16000 ms     00003ffc ticks
        53.88800 ms     00000694 ticks
       104.41600 ms     00000cbf ticks
        40.32000 ms     000004ec ticks
        98.11200 ms     00000bfa ticks
        47.13600 ms     000005c1 ticks
       770.97600 ms     00005e1d ticks
       105.95200 ms     00000cef ticks
       225.60000 ms     00001b8a ticks
       105.92000 ms     00000cee ticks
       206.78400 ms     0000193e ticks
       153.47200 ms     000012bc ticks
        20.80000 ms     0000028a ticks
       117.50400 ms     00000e58 ticks
        18.46400 ms     00000241 ticks
       126.30400 ms     00000f6b ticks
        39.58400 ms     000004d5 ticks
       110.46400 ms     00000d7c ticks
      1011.23200 ms     00007b71 ticks
       108.22400 ms     00000d36 ticks
        27.04000 ms     0000034d ticks
       121.72800 ms     00000edc ticks
        31.04000 ms     000003ca ticks
        37.79200 ms     0000049d ticks
        20.80000 ms     0000028a ticks
       112.70400 ms     00000dc2 ticks
        81.40800 ms     000009f0 ticks
        92.35200 ms     00000b46 ticks
       144.09600 ms     00001197 ticks
       108.19200 ms     00000d35 ticks
        47.96800 ms     000005db ticks
        92.38400 ms     00000b47 ticks
        27.04000 ms     0000034d ticks
       117.24800 ms     00000e50 ticks
       702.01600 ms     000055b2 ticks
       135.32800 ms     00001085 ticks
       165.02400 ms     00001425 ticks
        90.11200 ms     00000b00 ticks
        22.88000 ms     000002cb ticks
       139.87200 ms     00001113 ticks
        27.07200 ms     0000034e ticks
        85.50400 ms     00000a70 ticks
        35.90400 ms     00000462 ticks
       101.56800 ms     00000c66 ticks
       879.52000 ms     00006b5d ticks
       101.44000 ms     00000c62 ticks
        70.94400 ms     000008a9 ticks
       126.30400 ms     00000f6b ticks
       204.70400 ms     000018fd ticks
       121.79200 ms     00000ede ticks
        66.75200 ms     00000826 ticks
       135.36000 ms     00001086 ticks
        91.87200 ms     00000b37 ticks
       146.14400 ms     000011d7 ticks
        12.00000 ms     00000177 ticks
       115.20000 ms     00000e10 ticks
        50.01600 ms     0000061b ticks
       117.28000 ms     00000e51 ticks
        33.34400 ms     00000412 ticks
       112.99200 ms     00000dcb ticks
        18.43200 ms     00000240 ticks
       121.79200 ms     00000ede ticks
        62.59200 ms     000007a4 ticks
       144.41600 ms     000011a1 ticks
       108.57600 ms     00000d41 ticks
       119.52000 ms     00000e97 ticks
        20.80000 ms     0000028a ticks
       146.59200 ms     000011e5 ticks
        26.14400 ms     00000331 ticks
        92.44800 ms     00000b49 ticks
        20.80000 ms     0000028a ticks
       105.76000 ms     00000ce9 ticks
        18.91200 ms     0000024f ticks
        96.76800 ms     00000bd0 ticks
       229.76000 ms     00001c0c ticks
       139.87200 ms     00001113 ticks
       123.20000 ms     00000f0a ticks
       153.44000 ms     000012bb ticks
        31.26400 ms     000003d1 ticks
       169.28000 ms     000014aa ticks
       768.76800 ms     00005dd8 ticks
       135.32800 ms     00001085 ticks
       221.40800 ms     00001b07 ticks
       126.30400 ms     00000f6b ticks
       100.19200 ms     00000c3b ticks
       124.03200 ms     00000f24 ticks
        43.77600 ms     00000558 ticks
       119.48800 ms     00000e96 ticks
       137.85600 ms     000010d4 ticks
       103.61600 ms     00000ca6 ticks
        23.68000 ms     000002e4 ticks
        76.51200 ms     00000957 ticks
        50.01600 ms     0000061b ticks
       114.56000 ms     00000dfc ticks
        14.30400 ms     000001bf ticks
        85.60000 ms     00000a73 ticks
       116.96000 ms     00000e47 ticks
       119.48800 ms     00000e96 ticks
       296.60800 ms     00002435 ticks
       135.36000 ms     00001086 ticks
        66.75200 ms     00000826 ticks
        92.35200 ms     00000b46 ticks
        20.80000 ms     0000028a ticks
       101.40800 ms     00000c61 ticks
        43.77600 ms     00000558 ticks
       101.40800 ms     00000c61 ticks
       108.57600 ms     00000d41 ticks
       130.81600 ms     00000ff8 ticks
       250.65600 ms     00001e99 ticks
        94.59200 ms     00000b8c ticks
       425.92000 ms     000033fe ticks
        72.00000 ms     000008ca ticks
        85.56800 ms     00000a72 ticks
       105.95200 ms     00000cef ticks
      1314.08000 ms     0000a069 ticks
        40.32000 ms     000004ec ticks
       100.19200 ms     00000c3b ticks
        76.51200 ms     00000957 ticks
       497.21600 ms     00003cb2 ticks
        87.80800 ms     00000ab8 ticks
        75.16800 ms     0000092d ticks
       127.74400 ms     00000f98 ticks
        11.48800 ms     00000167 ticks
        92.80000 ms     00000b54 ticks
        33.34400 ms     00000412 ticks
        94.88000 ms     00000b95 ticks
        13.98400 ms     000001b5 ticks
       122.43200 ms     00000ef2 ticks
        89.76000 ms     00000af5 ticks
        98.97600 ms     00000c15 ticks
        18.94400 ms     00000250 ticks
        94.72000 ms     00000b90 ticks
       233.92000 ms     00001c8e ticks
       121.79200 ms     00000ede ticks
        20.76800 ms     00000289 ticks
       133.08800 ms     0000103f ticks
        35.42400 ms     00000453 ticks
       144.41600 ms     000011a1 ticks
       463.80800 ms     0000389e ticks
       158.01600 ms     0000134a ticks
        20.80000 ms     0000028a ticks
       103.68000 ms     00000ca8 ticks
       177.56800 ms     000015ad ticks
       157.56800 ms     0000133c ticks
        14.30400 ms     000001bf ticks
       124.32000 ms     00000f2d ticks
       217.28000 ms     00001a86 ticks
       167.07200 ms     00001465 ticks
        39.61600 ms     000004d6 ticks
       112.76800 ms     00000dc4 ticks
        20.80000 ms     0000028a ticks
        91.61600 ms     00000b2f ticks
        11.48800 ms     00000167 ticks
        85.98400 ms     00000a7f ticks
        27.10400 ms     0000034f ticks
       126.30400 ms     00000f6b ticks
       242.36800 ms     00001d96 ticks
       137.63200 ms     000010cd ticks
       332.22400 ms     0000288e ticks
       133.12000 ms     00001040 ticks
       133.66400 ms     00001051 ticks
       130.68800 ms     00000ff4 ticks
        18.94400 ms     00000250 ticks
       165.15200 ms     00001429 ticks
        18.81600 ms     0000024c ticks
       101.08800 ms     00000c57 ticks
      1742.59200 ms     0000d4b8 ticks
        81.02400 ms     000009e4 ticks
       208.89600 ms     00001980 ticks
       114.97600 ms     00000e09 ticks
        37.53600 ms     00000495 ticks
        83.32800 ms     00000a2c ticks
       261.15200 ms     00001fe1 ticks
       114.97600 ms     00000e09 ticks
        21.28000 ms     00000299 ticks
       103.80800 ms     00000cac ticks
        85.60000 ms     00000a73 ticks
        67.42400 ms     0000083b ticks
        28.60800 ms     0000037e ticks
       103.84000 ms     00000cad ticks
        52.16000 ms     0000065e ticks
       128.57600 ms     00000fb2 ticks
       194.27200 ms     000017b7 ticks
       108.03200 ms     00000d30 ticks
        18.94400 ms     00000250 ticks
       128.86400 ms     00000fbb ticks
       631.07200 ms     00004d09 ticks
        96.89600 ms     00000bd4 ticks
       175.52000 ms     0000156d ticks
       105.95200 ms     00000cef ticks
       482.72000 ms     00003aed ticks
       277.88800 ms     000021ec ticks
       148.06400 ms     00001213 ticks
        44.32000 ms     00000569 ticks
       225.66400 ms     00001b8c ticks
       108.22400 ms     00000d36 ticks
        37.50400 ms     00000494 ticks
       121.76000 ms     00000edd ticks
        26.14400 ms     00000331 ticks
        85.60000 ms     00000a73 ticks
        65.08800 ms     000007f2 ticks
        89.72800 ms     00000af4 ticks
       229.82400 ms     00001c0e ticks
       133.12000 ms     00001040 ticks
       545.15200 ms     0000428c ticks
       133.05600 ms     0000103e ticks
        23.71200 ms     000002e5 ticks
        63.10400 ms     000007b4 ticks
        18.46400 ms     00000241 ticks
       103.68000 ms     00000ca8 ticks
        35.39200 ms     00000452 ticks
       146.72000 ms     000011e9 ticks
        45.85600 ms     00000599 ticks
       121.79200 ms     00000ede ticks
        39.61600 ms     000004d6 ticks
       119.45600 ms     00000e95 ticks
        21.28000 ms     00000299 ticks
       117.50400 ms     00000e58 ticks
       162.94400 ms     000013e4 ticks
       105.79200 ms     00000cea ticks
        18.94400 ms     00000250 ticks
       124.32000 ms     00000f2d ticks
        25.98400 ms     0000032c ticks
       107.84000 ms     00000d2a ticks
